city,age_band,date,title,content
다낭,70대,2025-10-24,멋진 원명윤가이드님,저는 18일부터 23일까지 5박6일 장가계직항으로 다녀온 70대부부입니다 사실 저는20년전에도 장가계를 다녀온적이 있었습니다 남편과 지인두분이 이번여행해 예약을 했는데요 사실 제가 고관절수술로 인해 걷는거 조차 힘든 상황이었습니다 남편이 제가 이정도까지 안좋은걸 모르는 상황이었는데 여럿이 하는일이라 제가 어쩔수없이 참여하게 되었습니다 걱정반 설렘반으로 떠난 여행은 예전과는 너무 달라져있었습니다 도로도 잘되어있었고 대관령옛길은 저리가라 하는 길을 리무진 버스로 다니는데 운전은 그야말로 베스트 드라이버였구요 아참저희는 14명이었는데 담날4명이 합세해서 18명으로 종 많은 팀이었어요 그런데도 가이드님이 어찌나 베테랑 이시던지 일찍나가고 늦게들어오는 욕심많은 부지런한 분이었어요 3일차 까지는 어찌어찌 옆지기와 지인분들 덕분에 부축을받고 할수 있었는데 4일차는 도저히 할수가없어서 죄송한마음을 무릎쓰고 하루 호텔에서 쉬겠다고 했지요 아쉬움을 뒤로한채 혼자있는데 너무 편안하고 좋았어요 그런데 뜻밖에 가이드님의 전화가 왔어요 식사 걱정하지마시라면서 점심도 따끈한밥을 보내주셨고 간식까지 챙기시고 저녁밥 까지 룸으로 배달을시켜주셔서 편하게 쉬면서 하루를 보냈지요 그날은 정말 쉬고있던게 잘 한일이라고들 하더라고요 아주 힘든날이었다구요 5일차는 한결 가벼워진 다리로 여행을 할수있었고 유리다리 까지만 갔었지만요 너무 기적같은 여행이었습니다 팀원들도 젊은분들이 계셨는데 든든하니 아들들 같았어요 그렇게 6일차까지 하는동안 느낀게 부지런하고 섬세한 가이드님과 멋진 팀원들 또 너무 달라진 중국의 높은수준이 기분좋은 여행이 되었습니다천원만 하던중국은 삼겹살도 보쌈도 거의 무한리필이 되었고 또 손님을대하는태도들도 훨씬 수준이 높아있었습니다 화장실은 아직 마니 열악했지만요 ~물건파는곳에서도 강제도 없이 정말 예전과는 사뭇 다른풍경이었어요 버스도 리무진으로 편하게 이동 할수있었구요 불편한저를 서로 도와주려 애쓰는 모습도 정겨웠구요 그중에서도 끝까지 두곳호텔을 왔다갔다하면서 시간도 잘지키시고 가족처럼신경써주신 원 명윤 가이드님께 감사의 말씀을전해드리고 싶습니다 아창 중국공항에서 저의 한쪽다리가 되어주던 스틱을 뺏겼습니다 서울에서는 무사히 통과가 되었는데 중국에서 사정을해도 돌려주지않았습니다 이정 꼭 참작 하셔서 다리 불편하신분들 꼭 스틱은 캐리어에 넣으셔서 화물로 부치시길 부탁드립니다 아직은 마니 떨어지지만 그래도 10여년전 북경다녀올때보다도 마니 수준이 향상 되어있었습니다 그래도 우리나라 공항따라오려면 멀었지만요 다시한번 한국인이라는 자부심이 생기고 흐믓했습니다 함께하신 18명과 가이드님또 카메라 담당선생님께도 감사의 말씀전하면서 장가계는 정말 몇번을가봐도 멋진곳이란 생각을 하며 추천드립니다 단 날씨가좀 안받쳐주어서 아쉬웠습니다 참좋은 여행사와 가이드님께 감사드립니다 두분의 고희연을 챙겨주시고 점심저녁으로 음료까지 챙겨주시는 멋진가이드님이셨습니다 저도3년전 고희연을 다낭여행중에 받았는데 잊지못할추억이 되었습니다 ~함께하신 모든분들께 감사드립니다 모두 건행하세요~
다낭,70대,2025-08-30,김용화 가이드님과 함께 한 3박5일 다낭여행 너무 좋았어요.,"김용화 가이드님 현지 가이드phuong과 함께 했던 3박5일이 너무 즐거웠습니다. 자유여행을 하려다가 70대이신 엄마께서 이곳 저곳을 많이 찾아다니는 중학생딸과 저를 동행하려면 힘드실것 같아 선택한 노옵션 패키지 여행이였는데 만족도 최상입니다. 현지가이드님이 딸의 니즈를 잘 알고 관광지마다 너무 예쁘게 사진을 찍어 주었습니다. 사진은 저희뿐 아니라 같이 다니는 여행객 모두 찍어주고 단체톡방을 이용해 보내주는 방식이였습니다. 저희가 새로운 음식에 대한 거부감이 적어서 그런지는 모르겠지만 래디슨호텔의 조식과 일정중 식사 모두 맛있었고 한식당을 이용했을때 메인요리 양도 많아 다 먹지 못 하고 남기고 온것이 아쉬울 정도네요. 마지막날 과일뷔페 방문시 먹었던 과일도 싱싱하고 맛있었으며 요청시 부족함 없이 제공되었습니다. 딸아이는 용안이라는 과일에 꽂혀 많이 먹기도 했지만 용안은 약제에 사용되는것이라 10알 미만으로 먹어야 한다니 참고 하시기 바랍니다. 그리고 아기자기하고 다양한 현지 선물을 구매하고 싶다면 호이안 방문시 구매하시는것을 추천합니다. 호이안이 다양하고 저렴했습니다. 자유여행이 아니여서 그랬는지 유럽, 상해, 일본 등 여행시에는 아이들이 좋아할 만한 선물 구매할곳이 많았는데 이번 여행에서는 많이 보지 못했었습니다. 다만 하나 아쉬웠던 점이 있다면 관광지방문시 자유시간이 조금 부족했던것 같습니다. 김용화 가이드님과 phuong가이드님에게 행복한 추억을 더할 수 있게 만들어 주셔서 감사드립니다."
다낭,50대,2025-08-21,권오주가이드님과 함께한 다낭여행,"50대인 저와 80세 어머니가 함께 다낭 여행을 다녀왔습니다. 연세 있으신 어머니와 동행하다 보니 걱정이 많았는데, 권오주가이드님 께서 항상 밝은 표정과 긍정적인 에너지로 저희를 이끌어 주셔서 여행 내내 편안하고 즐거운 시간을 보낼 수 있었습니다. 특히 현지 문화와 역사에 대한 가이드님 설명이 너무 재미있고 알차서, 여행의 피곤함에도 불구하고 버스 안에서 잠을 잘 수 없을 정도였습니다. 어머니께서도 세심한 배려 덕분에 무척 만족하셨고, 저 또한 많은 추억을 남길 수 있었습니다. 다낭 여행을 계획하시는 분들께 자신 있게 추천드리고 싶은 최고의 가이드님입니다. 진심으로 감사드립니다."
다낭,70대,2025-07-26,너무 즐거웠던 다낭 여행 (김주상 가이드와의 최고의 패키지 경험),"패키지 여행의 성패는 가이드에 달려있다고 봅니다. 아, 팀에 이상한 분이 없어야 하는 것도 주요 조건이겠네요. 저렴하게 이용하는 패키지 특성상 몇 개의 옵션 상품은 너그러운 마음으로 수용한다면 나머지는 좋은 가이드를 만나는게 가장 중요한 문제라고 생각됩니다. 4박 6일의 다낭 여행에서 저는 최고의 가이드를 만났습니다. 다낭 두 번째라 큰 기대는 없었는데요. 덕분에 당시에는 별로졌던 식사도, 기대에 못 미쳐 유치하게 느껴졌던 뱃놀이도 지금 보면 다 만족스러운 감정만 남아 있습니다. '정해인' 닮으신 김주상 가이드님의 배려와 예의에 감사하며 공항 가는 마지막까지 기분 좋게 여행을 마무리했습니다. 수도 없이 경험했던 패키지 여행 경험을 돌아보니 이번처럼 물흐르듯 편안하고 부드러운 가이드님을 만난 적이 과연 한 번이라도 있었나 싶습니다. 물론 함께한 저와 팀원들이 좋은 분들이라 가이드님도 잘 대해주셨을 수도 있겠지만요.... ^^ 다낭 여행을 앞두고 후기를 많이 검색해 보시고, 강매는 없나하는 걱정들도 많으실텐데요 김주상 가이드님을 만나신다면 불편한 여행이 되지는 않으실 겁니다. 처음에 가이드님이 '모르는 사람들이 만나 여행하면서 말 한마디라도 기분 좋게, 매너 있게 하면 서로에게 참 좋을 텐데 사람들이 소홀할 때가 많다' 하셨던 말씀이 인상에 남습니다. 상대에게 예의 있고 매너 있는 멋진 김주상 가이드님 감사합니다. 그리고 머드 온천 경험하는 이 여행상품도 자칫 단조롭고 뻔할 수 있는 패키지 여행을 빛나게 해 준 것 같습니다. 70대 어머니와 함께한 모녀 여행을 즐겁게 만들어 주셔서 감사합니다. 참 좋은 여행의 인상이 확 좋아졌어요~"
다낭,70대,2025-06-15,다낭 호이안 여행,다낭 호이안 6/10_6/14 일1) 패키지여행다녀온 만78세 김종배외 1인 입니다(박세균 가이드밎보조) 2) 우기철이 아닌것같아 우산도 가저가지안코 출국 3)오후 대한항공6시20분출발 도착하니 비가 내리기시작 그치겠지했으나 출국전날까지 비가쏫아짐 4) 나는 69년도 베트남전 참전 유공자 5) 차라리 비가내리는게 낫다고 생각 우비를구입 입고다니니 사진도 찍기어려운날씨 6) 근대 여행객들(20명)표정보니 짜증난사람들 없는게 신기함 7) 이동차안에서 노련한 가이드가 항상 안전을 강조하고 재미있는 이야기를하니 지루함도 없고 최고 만족 8) 페키지 일정을 비가 계속내리는대 진행하자니 우비는 쓴상태에서 가이드가 목이아프도록 안전을계속 강조한덕에 나도 엄청조심조심 긴장된 마음으로 잘따라다녔슴 9) 특희 회사에서 정해준 일정이 너무 잘됬고 매식사가 너무 입맛에 맞아 과식한결과 귀국해보니 체중이 1키로 늘었내요 (진짜) 여행사에 감사하고요 출국전 내근직원들도 몆번전화상담했는대 한결같이 모두 친절함에감사드립니다 10) 끝으로 여행사밎 가이드(현지보조인) 에 다시한번감사드리며 회원가입했으니 다음여행지 검토해서 참좋은여행사 이용하겠습니다
다낭,70대,2025-06-10,남석기 가이드님과 함께한 즐거운 여행~,"70대 엄마와 함께하는 여행은 항상 패키지를 이용하고는 하는데요, 사람마다 생각은 다르겠지만 때로는 패키지에서 자유여행보다 얻어가는 게 더 많은 것 같습니다. 1. 안전한 여행 저희 일정에는 3대가 함께오신 분, 임신하신 분도 계셨는데 남석기 가이드가 꼼꼼하게 챙겨주셔서 다들 무탈하게 여행 잘 마쳤습니다. 중간에 일행분 한분이 핸드폰을 잃어버리셨었는데 끝까지 찾아주시는 모습 너무 감동적이었습니다. 2. 팀별 배려 사실 이 상품은 항공사 연합이라서 제일 먼저 도착한 팀이 뒤의 팀을 기다려야 하는 구조더라구요. 가장 먼저 도착한 항공사가 대한항공이라 저는 당연히 기다려야 할 줄 알고 감안하고 떠났는데, 남석기 가이드님께서 택시까지 불러서 저희를 먼저 호텔로 데려다주셨습니다. 아무리 다낭의 택시비가 싸다고는 하지만 쉬운 일이 아닌데, 도착하자마자 따뜻한 배려를 받고 생각지도 않게 불꽃이 터지는 장면까지 봤네요. 다시한번 감사드립니다. 3. 베트남에 대한 이해 자유여행을 떠나면 풍광은 여유롭게 즐길 수 있어도 그 나라의 역사나 풍습, 사회의 면면을 알기 힘든데, 풍부한 상식으로 재미있게 설명해 주셔서 여행의 재미가 두 배가 됐습니다. 가이드님 기억력 최고신듯~ 4. 멋진 사진들 현지 가이드인 쑤원이 사진을 전문가처럼 너무너무 잘 찍어줬습니다. 다른 패키지에서는 이 사진들을 인화해서 팔기도 하던데 감사했습니다. 반면 상품 구성에는 조금 아쉬운 점이 있는데요. 첫날 일정이 아이들과 어르신이 함께하시기에는 너무 빡빡합니다. 도자기마을 투어를 빼든지, 아니면 올드타운 곳곳을 탐방하는 건 선택에 맡기고 다른 분들은 한 장소에서 대기하든지 하면 조금 더 여유가 있지 않을까 생각합니다. 5월 31일-6월 4일 일정으로 다녀왔는데 저희팀 분들 모두 좋으신 분들만 계셔서 재미있게 지내다 온 것 같습니다. 남석기 가이드님을 비롯해서 쑤원 가이드, 그리고 여수에서 오신 호탕하신 두 분, 우리 팀 마스코트였던 지민이네 가족, 인천 송도에서 오신 세 가족, 곧 2세가 태어나는 예쁜 커플 모두모두 건강 잘 챙기시길~^^"
다낭,60대,2025-05-09,편안한 여행하고 왔습니다.,순수한 마음해으로 댓글 남겨봅니다. 5월4일부터 남편이랑 3박5일 일정으로 다녀왔습니다. 프리미엄이라는 이름에 맞게 다낭.호이안을 잘 알고 애정있는 유소진가이드님을 만나서(자매님2분과 4명이 한팀이었습니다) 한국보다 더운 날씨에 우리들이 지치지않도록 매일매일 건강체크해주면서 관광과 휴식을 우리들 맞춤형으로 너무 많은 신경써주셔서 편안하고 즐겁게 다낭과 호이안을 만끽하며 왔습니다. 프리미엄이름에 넘치도록 충분했던 유소진가이드님 수고덕분에 20여년전에 하롱베이 다녀오고 2번째 베트남여행이었는데 60대부부인 저희들에게 아주 좋은 여행상품이었습니다. 패키지여행을 디녀보았고 앞으로도 패키지여행을 다닐건데 유소진가이드님은 오랫동안 감사한 마음으로 남을것같습니다. 그래서 처음으로 댓글도 남겨봅니다.ㅎㅎ
다낭,70대,2025-04-06,여행이란?,"김호석가이드님 2025,3,31~4,4까지 다낭,호이안 안내하느라 수고많으셨어요. 여행사 입장은 이해하지만 선택관광 조금한다고 70대에게 자유여행오시지 패키지로와서 가이드 괴롭힌다고 하는말은 과하지않았나싶네요. 참좋은여행사믿고 여행하다가 더 험한꼴 볼까 두려워요."
다낭,30대,2025-03-30,다낭여행 꿀잼이었어요~ (신강민 부장님 감사합니다!),"여행일 2주 전에 급하게 잡은 여행이었는데 기대 이상이었습니다! 저희 가이드였던 신강민 부장님은 여행후기에 좋은 평이 많길래 기대를 했었는데 겪고보니 정말 좋았습니다! 츤데레 느낌이에요 ㅋㅋ 막 살갑게 챙겨주는 느낌보단 학창시절 시크한데 인기많은 체육선생님 스타일이랄까요 ㅋㅋ 패키지 여행에서 제일 걱정하시는 게 선택관광 강요 쇼핑센터 구매 강요 부분일텐데 둘 다 합리적으로 설명해주시고 안 사도 강요 없으셨습니다! 선택관광 안하시는 분들한테 차별이나 이런 거 전혀 없었고, 여행 중 불편사항 있거나 하면 말로 하기 어려우면 개인톡달라고도 하시더라구요. 심지어 쇼핑센터 끝나고 안 산 게 미안해서 가이드님 눈치보고 있으니까 눈치보지 말라고 다 잊고 맛있는 거 먹으면서 여행 즐기자고까지 이야기 해주셨어요!! 덕분에 재밌게 여행 잘 하고, 베트남에 대해서도 많은 관심을 가질 수 있는 계기가 되었어요. 다음에 또 뵙고싶어요 헤헷 즐거운 추억 남겨주셔서 감사합니다 :) 하단 내용은 (기억이 휘발되기 전 기록용으로 남기고자 다른 분들에게 도움이 되고자 남기는) 시간별 자세한 후기입니다~ 1일차~2일차! 비행기가 연착되는 바람에 거의 새벽 1시에 내렸어요. 비행기 내리자마자 현지 가이드가 제 이름이 적힌 종이를 들고 서 계시더라고요~ 옌 이라는 이름의 30대 초반인 언니였는데 트와이스 쯔위 닮은 예쁘고 사진 잘찍어주시고 한국어 뿐만 아니라 4개 국어를 하는 똑똑하고 친절한 분이셨습니다 ㅎㅎ 바로 호텔 가서 체크인 후 준비해주신 웰컴과일(망고였는데 완전 달고 맛나요) 먹고 잤습니다. 래디슨 호텔 좋더라고요~ 바다뷰도 예쁘고 침대도 폭신하고 시설이 다 좋습니다!1 특히 조식이 너무 맛있어요. 수영장도 추가요금 없이 쓸 수 있는데 바다랑 수평선이 연결되는 느낌이라 개방감이 너무 좋았습니다! 그후에 첫날 마사지, 오행산, 바구니배(옵션), 호이안 구시가지 구경, 배타고 소원등 띄우기(옵션) 등을 했습니다. 저는 패키지여행이라길래 계속 우르르 다니는 거라고 생각했는데 입구에서 해당 장소에 대해 설명해주신 후 몇시까지 어디로 돌아오라고 해주셔서 허용범위 내에서 최대한 자유롭게 구경할 수 있도록 엄청 배려를 많이 해주시더라고요~ 자유여행처럼 자유롭게 다닐 수도 있으면서 가는 곳마다 설명까지 들을 수 있으니 패키지와 자유여행 장점을 섞은 것 같아 좋았어요. 저는 제일 추천드리는 건 바구니배! 진짜 재밌고 사진도 예쁘게 나와요. 배 빙그르르 돌려주시고 한국 노래들 열심히 불러주시고 아주 신나요! 배타고 소원등 띄우는 것도 즐거웠어요. 저는 소원등이 자꾸 꺼져서 뱃사공 분께서 다시 주워서 몇번이고 불 켜주셨는데 결국 실패해서 왕 슬펐지만 그래도 슬슬 해지는 시간에 배타고 구시가지를 다니는 건 정말 즐거운 일이었어요. 이 날은 점심은 소불고기, 저녁은 호이안 가정식이었습니다. 여기 뿐만 아니라 가는 곳마다 밥이 맛있었어요. 계속 움직여서 그런 것일 수도 있는데, 맛있어서 리필해서 끼니마다 먹었던 것 같아요 ^^;; 밥먹을 때는 4인 테이블이다보니 저희 2명이랑 어르신 부부랑 같이 먹었는데 저희가 너무 많이 먹어서 당황해하시는 것 같긴 했어요... 여행 오면 그나라 현지 음식 먹는 것도 좋긴 한데, 저는 오히려 한식이랑 베트남 식사랑 왔다갔다 하면서 먹을 수 있어 더 좋았어요! 저녁에 호텔 도착해서 패키지 멤버 중 한분이 다같이 두리안 먹자며 부르셔가지고 19명 다같이 두리안 시식했습니다 ㅋㅋ 두리안 맛은 구운 마늘 맛이더라고요 ㅋㅋㅋㅋ 그후에 각자 개인시간 가졌는데 저희는 호텔 바로 앞에 있는 말리부 칵테일 바에 가서 칵테일 맥주 치킨 해서 바다 보며 먹었어요. 3일차! 둘째날은 바나산 국립공원 골든브릿지가 메인입니당! 그전에 위즐커피 가게를 들릅니다~ 저는 커피를 좋아하는데 커피먹으면 배가 꾸륵하는 편이라 위즐커피가 디카페인 커피라길래 바로 샀습니다. 달짝지근하니 맛있더라고요. 설명하시는 분 말씀을 너무 잘하셔서 재밌었어요. 그후에 드디어 바나산 국립공원을 갑니다. 1500m 상공에 지어진 만큼 케이블카 타고 끝없이 올라가는데 나중에는 현실감각을 잃게 되더라고요 ㅎㅎ 골든브릿지는 생각보다 그리 길진 않은데 초반부에 사람들이 사진찍으러 너무 많이 몰려있어서 중반쯤 가서 찍는 게 좋더라고요. 바나산 국립공원에는 놀이기구도 재밌는 것이 많고 엄청 큰 맥주공장도 있고 스타벅스도 있고 길가는 곳곳마다 예뻐서 셔터를 계속 누르게 되더라고요. 케이블카도 그렇고 이 넓은 부지에 이 많은 것들을 어떻게 만들었을까 경이로웠어요. 점심은 여기에 있는 리틀도쿄라는 일본식 뷔페에 갔는데(쿠우쿠우 같은 곳이에요) 여기서도 후식이랑 우동 포함해 둘이서 7그릇 먹고 왔네요... 아무래도 저희는 먹으러 여행 왔나봐요... 엄청 큰 맥주공장에서 맥주 무료 시음행사도 하고 있으니 케이블카 타기 직전에 나눠주는 쿠폰을 단순한 전단지라고 생각하고 안받으면 안됩니다 ㅋㅋ 여기 맥주 진짜 맛있어요. 심지어 악기연주 노래까지 불러주셔서 엄청 신납니다! 저희는저녁 먹고 자유시간에 밖에 안 나가고 주변 마트 가서 소주에 컵라면 사서 호텔에서 먹으면서 유튜브로 베트남 역사 공부하다가 잤습니다 ㅋㅋ 이틀 정도 베트남에 있다 보니 자연스럽게 학구열이 타오르더라고요. 4일~5일차! 호텔 체크아웃을 해야 해서 아침에 좀 널널하게 출발했습니다. 조식도 챙겨먹고 수영장도 마지막으로 구경하려 했지만... 수영장은 못보고 조식은 둘이서 5그릇(^^;;) 맛나게 챙겨먹고 나왔네요. 래디슨호텔 조식 다 맛있는데 특히 빵 맛집입니다... 래디슨 호텔 빵 한국에서 먹을 수 있다면 어지간한 한국 프랜차이즈 빵집 문닫아야해요 흑흑 패키지 여행의 꽃(?) 쇼핑센터 구경을 두 군데 갑니다. 침향 노니 파는 곳을 갔다가 말린 망고 등을 파는 잡화점을 갔어요. 침향 노니 파는 곳에서 혹하긴 했는데 아무래도 사회초년생이 내기엔 좀 비싼 가격이라 사지는 못했고, 잡화점에서 말린망고랑 이것저것 샀습니다 ㅎㅎ 핑크색 대성당 구경 후 한시장 가서 쇼핑 좀 하고 아오자이 쇼 구경했습니다. 아오자이 쇼 후기들 보면 재미없단 이야기도 있던데, 저희는 재밌게 보고 왔어요~ 베트남 역사 관련한 이야기도 앞에 나오는데 어제 자기전에 공부하길 잘했다는 생각이 들었습니다. 들어갈때 웰컴드링크 하나씩 챙겨주고 과자도 공연 중간에 줍니다! 아오자이의 매력을 알 수 있는 쇼였어요. 저녁식사 후 마사지였는데 저희는 마사지 옵션을 선택하지 않아서 그 시간동안 자유롭게 다닐 수 있게 해주셔서 용다리도 구경하고 주변 야시장도 구경하고 왔습니다! 이렇게 일정이 마무리되고 비행기 타고 인천공항으로 다시 오게 되었네요. 정말 재밌고 즐거웠던 여행이었습니다. 좋은 여행 선사해주신 신강민 부장님과 옌 가이드님, 버스기사님, 우리 패키지 멤버들, 그 외 여행사 및 관광지 직원분들께 감사드립니다!"
나트랑,20대,2026-03-27,딸과의 행복한 여행^^(김종훈 가이드님 최고~~),딸과 나트랑 달랏에서 (3/23-27) 행복한시간 보내고 왔습니다. 김종훈 가이드님과 현지가이드 덕춘씨를 만나 말그대로 참좋은여행 이였습니다^^ 베트남의 신혼여행지라는 달랏은 너무 예뻐서 시간이 아까울 정도였고 차에서 설명도 잘해주셨어요. 어르신들부터 20대인 우리딸까지 다양한 연령대를 만족시키시는 김종훈 가이드님은 정말 엄지척이였습니다. 한분한분 인사하며 웃고 챙기는 모습에 배려심 가득한 모습이 보였고 여행내내 든든했습니다. 여행중 가이드에게 장미꽃을 받아보기는 처음이였습니다^^ 한분 한분에게 장미꽃을 주며해줬던 멘트도 기억이 나네요~~ 일행들이 다같이 버스에서 노래부르며 가슴이 뜨거웠던 분위기는 잊지 못할듯 합니다. 어르신들에게 친근하게 대해주시고 멀미약에 생수까지 손수 챙겨주시는 모습이 베트남에서는 최고의 아들이였습니다. 함께한 현지가이드 덕춘씨도 잊지 못할듯 합니다. 사진찍는 기술이 최고라서 인생사진 많이 건졌습니다~~(점프샷을 한번에 성공^^) 관광지마다 내려서 저희 기다리지 않게 뛰어다니며 챙겨주신거 감사했어요. 한국말도 너무 잘하셔서 놀랬구요. 또 여행이 마치면 그만일수도 있을텐데 한국에 돌아와서도 저는 감동했습니다. 아끼던 점퍼가 없어져서 가이드님께 카톡을 드렸습니다. 바로 연락이 왔고 저희가 다녔던곳으로 다 연락해 주셔서 호텔에 놓고온 제 점퍼를 찾아주시더군요. 제 부주의로 여행사분들 힘들게 해서 죄송하고 감사했습니다. 참좋은여행사와는 이번이 처음 이였는데 고객 기다리지 않게 여러 직원들의 빠른 처리에 놀랬습니다. 또 김종훈 가이드님과 덕춘씨 케미도 최고였어요 두분 덕분에 여행하는 내내 일행분들과 분위기도 좋았습니다. 버스에서 모두 다 최고의 가이드님이라 불렀습니다. 어르신들이 여행하며 여러 가이드를 만났지만 이런분 처음이라고 하셨구요^^ 낯선 땅에서 가이드님이 어떤분이신가에 따라 여행 분위기가 다른데 저희팀은 많이 웃고 편안한 여행을 했던것 같습니다. 김종훈 가이드님이 베트남 현지가이드를 동생처럼 챙겨주시고 또 김종훈 가이드님을 형이라 부르며 잘 따르는 덕춘씨를 보면서 서로를 배려하며 챙기는 모습이 훈훈했습니다. 참좋은여행을 만나고 또 김종훈 가이드님과 덕춘씨를 만나 딸과 좋은 추억 많이 만들었습니다. 기회가 된다면 다시 만나 여행할수 있길 기대해 봅니다. 3박5일 행복했습니다♡ 감사합니다~^^
